date,product,stock,restock_threshold,restock_amount,price,category,shelf_life
2023-07-12,Product2,88,38,0,10.03115063,Category2,151
2023-07-12,Product3,52,24,7,49.68846237,Category3,244
2023-07-12,Product4,78,17,0,34.69926039,Category1,360
2023-07-12,Product5,50,30,0,34.46612642,Category2,117
2023-07-13,Product1,88,48,2,34.46612642,Category1,132
2023-07-13,Product2,90,38,2,10.03115063,Category2,151
2023-07-13,Product3,56,24,4,49.68846237,Category3,244
2023-07-13,Product4,71,17,0,34.69926039,Category1,360
2023-07-13,Product5,54,30,4,34.46612642,Category2,117
2023-07-14,Product1,86,48,0,34.46612642,Category1,132
2023-07-14,Product2,82,38,0,10.03115063,Category2,151
2023-07-14,Product3,49,24,0,49.68846237,Category3,244
2023-07-14,Product4,81,17,10,34.69926039,Category1,360
2023-07-14,Product5,46,30,0,34.46612642,Category2,117
2023-07-15,Product1,82,48,0,34.46612642,Category1,132
2023-07-15,Product2,92,38,10,10.03115063,Category2,151
2023-07-15,Product3,50,24,1,49.68846237,Category3,244
2023-07-15,Product4,79,17,0,34.69926039,Category1,360
2023-07-15,Product5,53,30,7,34.46612642,Category2,117
2023-07-16,Product1,82,48,0,34.46612642,Category1,132
2023-07-16,Product2,92,38,0,10.03115063,Category2,151
2023-07-16,Product3,44,24,0,49.68846237,Category3,244
2023-07-16,Product4,87,17,8,34.69926039,Category1,360
2023-07-16,Product5,56,30,3,34.46612642,Category2,117
2023-07-17,Product1,91,48,9,34.46612642,Category1,132
2023-07-17,Product2,92,38,0,10.03115063,Category2,151
2023-07-17,Product3,40,24,0,49.68846237,Category3,244
2023-07-17,Product4,86,17,0,34.69926039,Category1,360
2023-07-17,Product5,61,30,5,34.46612642,Category2,117
2023-07-18,Product1,82,48,0,34.46612642,Category1,132
2023-07-18,Product2,88,38,0,10.03115063,Category2,151
2023-07-18,Product3,53,24,13,49.68846237,Category3,244
2023-07-18,Product4,76,17,0,34.69926039,Category1,360
2023-07-18,Product5,50,30,0,34.46612642,Category2,117
2023-07-19,Product1,91,48,9,34.46612642,Category1,132
2023-07-19,Product2,80,38,0,10.03115063,Category2,151
2023-07-19,Product3,51,24,0,49.68846237,Category3,244
2023-07-19,Product4,70,17,0,34.69926039,Category1,360
2023-07-19,Product5,47,30,0,34.46612642,Category2,117
2023-07-20,Product1,91,48,0,34.46612642,Category1,132
2023-07-20,Product2,90,38,10,10.03115063,Category2,151
2023-07-20,Product3,57,24,6,49.68846237,Category3,244
2023-07-20,Product4,82,17,12,34.69926039,Category1,360
2023-07-20,Product5,54,30,7,34.46612642,Category2,117
2023-07-21,Product1,82,48,0,36.03316343,Category1,132
2023-07-21,Product2,82,38,0,10.03115063,Category2,151
2023-07-21,Product3,58,24,1,49.68846237,Category3,244
2023-07-21,Product4,82,17,0,34.69926039,Category1,360
2023-07-21,Product5,43,30,0,34.46612642,Category2,117
2023-07-22,Product1,80,48,0,34.46612642,Category1,132
2023-07-22,Product2,86,38,4,10.03115063,Category2,151
2023-07-22,Product3,60,24,2,49.68846237,Category3,244
2023-07-22,Product4,84,17,2,34.69926039,Category1,360
2023-07-22,Product5,50,30,7,34.46612642,Category2,117
2023-07-23,Product1,86,48,6,34.46612642,Category1,132
2023-07-23,Product2,90,38,4,10.03115063,Category2,151
2023-07-23,Product3,48,24,0,49.68846237,Category3,244
2023-07-23,Product4,84,17,0,34.69926039,Category1,360
2023-07-23,Product5,50,30,0,34.46612642,Category2,117
2023-07-24,Product1,82,48,0,34.46612642,Category1,132
2023-07-24,Product2,95,38,5,10.03115063,Category2,151
2023-07-24,Product3,52,24,4,49.68846237,Category3,244
2023-07-24,Product4,85,17,1,34.69926039,Category1,360
2023-07-24,Product5,47,30,0,34.46612642,Category2,117
2023-07-25,Product1,77,48,0,34.46612642,Category1,132
2023-07-25,Product2,85,38,0,10.03115063,Category2,151
2023-07-25,Product3,49,24,0,49.68846237,Category3,244
2023-07-25,Product4,81,17,0,34.69926039,Category1,360
2023-07-25,Product5,56,30,9,34.46612642,Category2,117
2023-07-26,Product1,76,48,0,34.94170797,Category1,132
2023-07-26,Product2,89,38,4,10.03115063,Category2,151
2023-07-26,Product3,63,24,14,49.68846237,Category3,244
2023-07-26,Product4,86,17,5,34.69926039,Category1,360
2023-07-26,Product5,53,30,0,34.46612642,Category2,117
2023-07-27,Product1,87,48,11,34.46612642,Category1,132
2023-07-27,Product2,93,38,4,10.03115063,Category2,151
2023-07-27,Product3,49,24,0,49.68846237,Category3,244
2023-07-27,Product4,85,17,0,34.69926039,Category1,360
2023-07-27,Product5,58,30,5,34.46612642,Category2,117
2023-07-28,Product1,76,48,0,34.46612642,Category1,132
2023-07-28,Product2,84,38,0,10.03115063,Category2,151
2023-07-28,Product3,52,24,3,49.68846237,Category3,244
2023-07-28,Product4,88,17,3,34.69926039,Category1,360
2023-07-28,Product5,53,30,0,34.46612642,Category2,117
2023-07-29,Product1,84,48,8,34.46612642,Category1,132
2023-07-29,Product2,83,38,0,10.03115063,Category2,151
2023-07-29,Product3,48,24,0,49.68846237,Category3,244
2023-07-29,Product4,87,17,0,34.69926039,Category1,360
2023-07-29,Product5,49,30,0,34.46612642,Category2,117
2023-07-30,Product1,92,48,8,34.46612642,Category1,132
2023-07-30,Product2,80,38,0,10.03115063,Category2,151
2023-07-30,Product3,44,24,0,49.68846237,Category3,244
2023-07-30,Product4,81,17,0,34.69926039,Category1,360
2023-07-30,Product5,53,30,4,34.46612642,Category2,117
2023-07-31,Product1,74,48,0,34.46612642,Category1,132
2023-07-31,Product2,86,38,6,10.03115063,Category2,151
2023-07-31,Product3,50,24,6,49.68846237,Category3,244
2023-07-31,Product4,83,17,2,34.69926039,Category1,360
2023-07-31,Product5,47,30,0,34.46612642,Category2,117
2023-08-01,Product1,88,48,14,34.46612642,Category1,132
2023-08-01,Product2,94,38,8,10.03115063,Category2,151
2023-08-01,Product3,58,24,8,49.68846237,Category3,244
2023-08-01,Product4,83,17,0,34.69926039,Category1,360
2023-08-01,Product5,53,30,6,34.46612642,Category2,117
2023-08-02,Product1,85,48,0,34.46612642,Category1,132
2023-08-02,Product2,90,38,0,10.03115063,Category2,151
2023-08-02,Product3,51,24,0,49.68846237,Category3,244
2023-08-02,Product4,89,17,6,34.69926039,Category1,360
2023-08-02,Product5,44,30,0,34.46612642,Category2,117
2023-08-03,Product1,71,48,0,34.46612642,Category1,132
2023-08-03,Product2,97,38,7,10.03115063,Category2,151
2023-08-03,Product3,55,24,4,49.68846237,Category3,244
2023-08-03,Product4,78,17,0,34.69926039,Category1,360
2023-08-03,Product5,57,30,13,34.46612642,Category2,117
2023-08-04,Product1,77,48,6,34.46612642,Category1,132
2023-08-04,Product2,90,38,0,10.03115063,Category2,151
2023-08-04,Product3,47,24,0,49.68846237,Category3,244
2023-08-04,Product4,89,17,11,34.69926039,Category1,360
2023-08-04,Product5,43,30,0,34.46612642,Category2,117
2023-08-05,Product1,73,48,0,34.46612642,Category1,132
2023-08-05,Product2,93,38,3,10.03115063,Category2,151
2023-08-05,Product3,42,24,0,49.68846237,Category3,244
2023-08-05,Product4,79,17,0,34.69926039,Category1,360
2023-08-05,Product5,51,30,8,34.46612642,Category2,117
2023-08-06,Product1,78,48,5,34.46612642,Category1,132
2023-08-06,Product2,85,38,0,10.03115063,Category2,151
2023-08-06,Product3,50,24,8,49.68846237,Category3,244
2023-08-06,Product4,86,17,7,34.69926039,Category1,360
2023-08-06,Product5,53,30,2,34.46612642,Category2,117
2023-08-07,Product1,74,48,0,34.46612642,Category1,132
2023-08-07,Product2,92,38,7,10.03115063,Category2,151
2023-08-07,Product3,56,24,6,49.68846237,Category3,244
2023-08-07,Product4,85,17,0,34.69926039,Category1,360
2023-08-07,Product5,51,30,0,34.46612642,Category2,117
2023-08-08,Product1,79,48,5,34.46612642,Category1,132
2023-08-08,Product2,86,38,0,10.03115063,Category2,151
2023-08-08,Product3,53,24,0,49.68846237,Category3,244
2023-08-08,Product4,83,17,0,34.69926039,Category1,360
2023-08-08,Product5,53,30,2,34.46612642,Category2,117
2023-08-09,Product1,81,48,2,34.46612642,Category1,132
2023-08-09,Product2,86,38,0,10.03115063,Category2,151
2023-08-09,Product3,50,24,0,49.68846237,Category3,244
2023-08-09,Product4,99,17,16,34.69926039,Category1,360
2023-08-09,Product5,50,30,0,34.46612642,Category2,117
2023-08-10,Product1,75,48,0,34.46612642,Category1,132
2023-08-10,Product2,82,38,0,10.03115063,Category2,151
2023-08-10,Product3,44,24,0,49.68846237,Category3,244
2023-08-10,Product4,87,17,0,34.69926039,Category1,360
2023-08-10,Product5,44,30,0,34.46612642,Category2,117
2023-08-11,Product1,74,48,0,34.46612642,Category1,132
2023-08-11,Product2,94,38,12,10.03115063,Category2,151
2023-08-11,Product3,51,24,7,49.68846237,Category3,244
2023-08-11,Product4,94,17,7,34.69926039,Category1,360
2023-08-11,Product5,42,30,0,34.46612642,Category2,117
2023-08-12,Product1,82,48,8,34.46612642,Category1,132
2023-08-12,Product2,94,38,0,10.03115063,Category2,151
2023-08-12,Product3,38,24,0,49.68846237,Category3,244
2023-08-12,Product4,94,17,0,34.69926039,Category1,360
2023-08-12,Product5,58,30,16,34.46612642,Category2,117
2023-08-13,Product1,85,48,3,34.46612642,Category1,132
2023-08-13,Product2,91,38,0,10.03115063,Category2,151
2023-08-13,Product3,53,24,15,49.68846237,Category3,244
2023-08-13,Product4,85,17,0,34.69926039,Category1,360
2023-08-13,Product5,50,30,0,34.46612642,Category2,117
2023-08-14,Product1,73,48,0,34.46612642,Category1,132
2023-08-14,Product2,93,38,2,10.03115063,Category2,151
2023-08-14,Product3,50,24,0,49.68846237,Category3,244
2023-08-14,Product4,84,17,0,34.69926039,Category1,360
2023-08-14,Product5,66,30,16,34.46612642,Category2,117
2023-08-15,Product1,80,48,7,34.46612642,Category1,132
2023-08-15,Product2,81,38,0,10.03115063,Category2,151
2023-08-15,Product3,51,24,1,49.68846237,Category3,244
2023-08-15,Product4,87,17,3,34.69926039,Category1,360
2023-08-15,Product5,55,30,0,34.46612642,Category2,117
2023-08-16,Product1,80,48,0,34.46612642,Category1,132
2023-08-16,Product2,94,38,13,10.03115063,Category2,151
2023-08-16,Product3,33,24,0,49.68846237,Category3,244
2023-08-16,Product4,87,17,0,34.69926039,Category1,360
2023-08-16,Product5,53,30,0,34.46612642,Category2,117
2023-08-17,Product1,72,48,0,34.46612642,Category1,132
2023-08-17,Product2,91,38,0,10.03115063,Category2,151
2023-08-17,Product3,53,24,20,49.68846237,Category3,244
2023-08-17,Product4,86,17,0,34.69926039,Category1,360
2023-08-17,Product5,45,30,0,34.46612642,Category2,117
2023-08-18,Product1,80,48,8,34.46612642,Category1,132
2023-08-18,Product2,83,38,0,10.03115063,Category2,151
2023-08-18,Product3,51,24,0,49.68846237,Category3,244
2023-08-18,Product4,88,17,2,34.69926039,Category1,360
2023-08-18,Product5,46,30,1,34.46612642,Category2,117
2023-08-19,Product1,77,48,0,34.46612642,Category1,132
2023-08-19,Product2,96,38,13,10.03115063,Category2,151
2023-08-19,Product3,44,24,0,49.68846237,Category3,244
2023-08-19,Product4,87,17,0,34.69926039,Category1,360
2023-08-19,Product5,50,30,4,34.46612642,Category2,117
2023-08-20,Product1,71,48,0,34.46612642,Category1,132
2023-08-20,Product2,97,38,1,10.03115063,Category2,151
2023-08-20,Product3,57,24,13,49.68846237,Category3,244
2023-08-20,Product4,85,17,0,34.69926039,Category1,360
2023-08-20,Product5,50,30,0,34.46612642,Category2,117
2023-08-21,Product1,70,48,0,34.46612642,Category1,132
2023-08-21,Product2,87,38,0,10.03115063,Category2,151
2023-08-21,Product3,52,24,0,49.68846237,Category3,244
2023-08-21,Product4,92,17,7,34.69926039,Category1,360
2023-08-21,Product5,52,30,2,34.46612642,Category2,117
2023-08-22,Product1,79,48,9,34.46612642,Category1,132
2023-08-22,Product2,91,38,4,10.03115063,Category2,151
2023-08-22,Product3,39,24,0,49.68846237,Category3,244
2023-08-22,Product4,82,17,0,34.69926039,Category1,360
2023-08-22,Product5,54,30,2,34.46612642,Category2,117
2023-08-23,Product1,74,48,0,34.46612642,Category1,132
2023-08-23,Product2,88,38,0,10.03115063,Category2,151
2023-08-23,Product3,49,24,10,49.68846237,Category3,244
2023-08-23,Product4,83,17,1,34.69926039,Category1,360
2023-08-23,Product5,57,30,3,34.46612642,Category2,117
2023-08-24,Product1,79,48,5,34.46612642,Category1,132
2023-08-24,Product2,91,38,3,10.03115063,Category2,151
2023-08-24,Product3,44,24,0,49.68846237,Category3,244
2023-08-24,Product4,93,17,10,34.69926039,Category1,360
2023-08-24,Product5,52,30,0,34.46612642,Category2,117
2023-08-25,Product1,66,48,0,32.88976026,Category1,132
2023-08-25,Product2,91,38,0,10.03115063,Category2,151
2023-08-25,Product3,44,24,0,49.68846237,Category3,244
2023-08-25,Product4,85,17,0,34.69926039,Category1,360
2023-08-25,Product5,55,30,3,34.46612642,Category2,117
2023-08-26,Product1,82,48,16,34.46612642,Category1,132
2023-08-26,Product2,87,38,0,10.03115063,Category2,151
2023-08-26,Product3,53,24,9,49.68846237,Category3,244
2023-08-26,Product4,94,17,9,34.69926039,Category1,360
2023-08-26,Product5,58,30,3,34.46612642,Category2,117
2023-08-27,Product1,76,48,0,34.46612642,Category1,132
2023-08-27,Product2,90,38,3,10.03115063,Category2,151
2023-08-27,Product3,52,24,0,49.68846237,Category3,244
2023-08-27,Product4,85,17,0,34.69926039,Category1,360
2023-08-27,Product5,55,30,0,34.46612642,Category2,117
2023-08-28,Product1,69,48,0,34.46612642,Category1,132
2023-08-28,Product2,93,38,3,10.03115063,Category2,151
2023-08-28,Product3,47,24,0,49.68846237,Category3,244
2023-08-28,Product4,89,17,4,34.69926039,Category1,360
2023-08-28,Product5,62,30,7,34.46612642,Category2,117
2023-08-29,Product1,66,48,0,34.46612642,Category1,132
2023-08-29,Product2,78,38,0,10.03115063,Category2,151
2023-08-29,Product3,50,24,3,49.68846237,Category3,244
2023-08-29,Product4,94,17,5,34.69926039,Category1,360
2023-08-29,Product5,56,30,0,34.46612642,Category2,117
2023-08-30,Product1,71,48,5,32.87386668,Category1,132
2023-08-30,Product2,92,38,14,10.03115063,Category2,151
2023-08-30,Product3,57,24,7,49.68846237,Category3,244
2023-08-30,Product4,89,17,0,34.69926039,Category1,360
2023-08-30,Product5,57,30,1,34.46612642,Category2,117
2023-08-31,Product1,70,48,0,34.46612642,Category1,132
2023-08-31,Product2,85,38,0,10.03115063,Category2,151
2023-08-31,Product3,52,24,0,49.68846237,Category3,244
2023-08-31,Product4,89,17,0,34.69926039,Category1,360
2023-08-31,Product5,53,30,0,34.46612642,Category2,117
2023-09-01,Product1,75,48,5,34.46612642,Category1,132
2023-09-01,Product2,94,38,9,10.03115063,Category2,151
2023-09-01,Product3,52,24,0,49.68846237,Category3,244
2023-09-01,Product4,89,17,0,34.69926039,Category1,360
2023-09-01,Product5,53,30,0,34.46612642,Category2,117
2023-09-02,Product1,69,48,0,34.46612642,Category1,132
2023-09-02,Product2,84,38,0,10.03115063,Category2,151
2023-09-02,Product3,48,24,0,49.68846237,Category3,244
2023-09-02,Product4,93,17,4,34.69926039,Category1,360
2023-09-02,Product5,56,30,3,34.46612642,Category2,117
2023-09-03,Product1,68,48,0,34.46612642,Category1,132
2023-09-03,Product2,93,38,9,10.03115063,Category2,151
2023-09-03,Product3,51,24,3,49.68846237,Category3,244
2023-09-03,Product4,85,17,0,34.69926039,Category1,360
2023-09-03,Product5,55,30,0,34.46612642,Category2,117
2023-09-04,Product1,63,48,0,34.46612642,Category1,132
2023-09-04,Product2,87,38,0,10.03115063,Category2,151
2023-09-04,Product3,52,24,1,49.68846237,Category3,244
2023-09-04,Product4,94,17,9,34.69926039,Category1,360
2023-09-04,Product5,52,30,0,34.46612642,Category2,117
2023-09-05,Product1,70,48,7,33.12473222,Category1,132
2023-09-05,Product2,83,38,0,10.03115063,Category2,151
2023-09-05,Product3,53,24,1,49.68846237,Category3,244
2023-09-05,Product4,94,17,0,34.69926039,Category1,360
2023-09-05,Product5,47,30,0,34.46612642,Category2,117
2023-09-06,Product1,62,48,0,34.46612642,Category1,132
2023-09-06,Product2,85,38,2,10.03115063,Category2,151
2023-09-06,Product3,53,24,0,49.68846237,Category3,244
2023-09-06,Product4,92,17,0,34.69926039,Category1,360
2023-09-06,Product5,57,30,10,34.46612642,Category2,117
2023-09-07,Product1,67,48,5,34.46612642,Category1,132
2023-09-07,Product2,81,38,0,10.03115063,Category2,151
2023-09-07,Product3,58,24,5,49.68846237,Category3,244
2023-09-07,Product4,88,17,0,34.69926039,Category1,360
2023-09-07,Product5,61,30,4,34.46612642,Category2,117
2023-09-08,Product1,77,48,10,34.46612642,Category1,132
2023-09-08,Product2,90,38,9,10.03115063,Category2,151
2023-09-08,Product3,46,24,0,49.68846237,Category3,244
2023-09-08,Product4,91,17,3,34.69926039,Category1,360
2023-09-08,Product5,58,30,0,34.46612642,Category2,117
2023-09-09,Product1,65,48,0,34.46612642,Category1,132
2023-09-09,Product2,88,38,0,10.03115063,Category2,151
2023-09-09,Product3,44,24,0,49.68846237,Category3,244
2023-09-09,Product4,87,17,0,34.69926039,Category1,360
2023-09-09,Product5,61,30,3,34.46612642,Category2,117
2023-09-10,Product1,63,48,0,34.46612642,Category1,132
2023-09-10,Product2,88,38,0,10.03115063,Category2,151
2023-09-10,Product3,47,24,3,49.68846237,Category3,244
2023-09-10,Product4,89,17,2,34.69926039,Category1,360
2023-09-10,Product5,54,30,0,34.46612642,Category2,117
2023-09-11,Product1,57,48,0,34.46612642,Category1,132
2023-09-11,Product2,90,38,2,10.03115063,Category2,151
2023-09-11,Product3,60,24,13,49.68846237,Category3,244
2023-09-11,Product4,90,17,1,34.69926039,Category1,360
2023-09-11,Product5,55,30,1,34.46612642,Category2,117
2023-09-12,Product1,65,48,8,34.46612642,Category1,132
2023-09-12,Product2,91,38,1,10.03115063,Category2,151
2023-09-12,Product3,60,24,0,49.68846237,Category3,244
2023-09-12,Product4,91,17,1,34.69926039,Category1,360
2023-09-12,Product5,63,30,8,34.46612642,Category2,117
2023-09-13,Product1,67,48,2,34.46612642,Category1,132
2023-09-13,Product2,87,38,0,10.03115063,Category2,151
2023-09-13,Product3,53,24,0,49.68846237,Category3,244
2023-09-13,Product4,83,17,0,34.69926039,Category1,360
2023-09-13,Product5,66,30,3,34.46612642,Category2,117
2023-09-14,Product1,69,48,2,34.46612642,Category1,132
2023-09-14,Product2,89,38,2,10.03115063,Category2,151
2023-09-14,Product3,49,24,0,49.68846237,Category3,244
2023-09-14,Product4,97,17,14,34.69926039,Category1,360
2023-09-14,Product5,69,30,3,34.46612642,Category2,117
2023-09-15,Product1,78,48,9,34.46612642,Category1,132
2023-09-15,Product2,87,38,0,10.03115063,Category2,151
2023-09-15,Product3,56,24,7,49.68846237,Category3,244
2023-09-15,Product4,93,17,0,34.69926039,Category1,360
2023-09-15,Product5,66,30,0,34.46612642,Category2,117
2023-09-16,Product1,67,48,0,34.46612642,Category1,132
2023-09-16,Product2,88,38,1,10.03115063,Category2,151
2023-09-16,Product3,49,24,0,49.68846237,Category3,244
2023-09-16,Product4,89,17,0,34.69926039,Category1,360
2023-09-16,Product5,69,30,3,34.46612642,Category2,117
2023-09-17,Product1,58,48,0,34.46612642,Category1,132
2023-09-17,Product2,83,38,0,10.03115063,Category2,151
2023-09-17,Product3,53,24,4,49.68846237,Category3,244
2023-09-17,Product4,87,17,0,34.69926039,Category1,360
2023-09-17,Product5,59,30,0,34.46612642,Category2,117
2023-09-18,Product1,56,48,0,34.46612642,Category1,132
2023-09-18,Product2,77,38,0,10.03115063,Category2,151
2023-09-18,Product3,64,24,11,49.68846237,Category3,244
2023-09-18,Product4,90,17,3,34.69926039,Category1,360
2023-09-18,Product5,61,30,2,34.46612642,Category2,117
2023-09-19,Product1,62,48,6,34.46612642,Category1,132
2023-09-19,Product2,85,38,8,10.03115063,Category2,151
2023-09-19,Product3,51,24,0,49.68846237,Category3,244
2023-09-19,Product4,97,17,7,34.69926039,Category1,360
2023-09-19,Product5,70,30,9,34.46612642,Category2,117
2023-09-20,Product1,58,48,0,34.46612642,Category1,132
2023-09-20,Product2,87,38,2,10.03115063,Category2,151
2023-09-20,Product3,58,24,7,49.68846237,Category3,244
2023-09-20,Product4,87,17,0,34.69926039,Category1,360
2023-09-20,Product5,51,30,0,34.46612642,Category2,117
2023-09-21,Product1,64,48,6,34.46612642,Category1,132
2023-09-21,Product2,80,38,0,10.03115063,Category2,151
2023-09-21,Product3,59,24,1,49.68846237,Category3,244
2023-09-21,Product4,86,17,0,34.69926039,Category1,360
2023-09-21,Product5,62,30,11,34.46612642,Category2,117
2023-09-22,Product1,65,48,1,34.46612642,Category1,132
2023-09-22,Product2,88,38,8,10.03115063,Category2,151
2023-09-22,Product3,51,24,0,49.68846237,Category3,244
2023-09-22,Product4,86,17,0,34.69926039,Category1,360
2023-09-22,Product5,63,30,1,34.46612642,Category2,117
2023-09-23,Product1,73,48,8,34.46612642,Category1,132
2023-09-23,Product2,88,38,0,10.03115063,Category2,151
2023-09-23,Product3,60,24,9,49.68846237,Category3,244
2023-09-23,Product4,91,17,5,34.69926039,Category1,360
2023-09-23,Product5,64,30,1,34.46612642,Category2,117
2023-09-24,Product1,64,48,0,34.46612642,Category1,132
2023-09-24,Product2,79,38,0,10.03115063,Category2,151
2023-09-24,Product3,64,24,4,49.68846237,Category3,244
2023-09-24,Product4,93,17,2,34.69926039,Category1,360
2023-09-24,Product5,61,30,0,34.46612642,Category2,117
2023-09-25,Product1,55,48,0,34.46612642,Category1,132
2023-09-25,Product2,70,38,0,10.03115063,Category2,151
2023-09-25,Product3,52,24,0,49.68846237,Category3,244
2023-09-25,Product4,90,17,0,34.69926039,Category1,360
2023-09-25,Product5,66,30,5,34.46612642,Category2,117
2023-09-26,Product1,58,48,3,34.46612642,Category1,132
2023-09-26,Product2,84,38,14,10.03115063,Category2,151
2023-09-26,Product3,57,24,5,49.68846237,Category3,244
2023-09-26,Product4,89,17,0,34.69926039,Category1,360
2023-09-26,Product5,62,30,0,34.46612642,Category2,117
2023-09-27,Product1,59,48,1,34.46612642,Category1,132
2023-09-27,Product2,83,38,0,10.03115063,Category2,151
2023-09-27,Product3,61,24,4,49.68846237,Category3,244
2023-09-27,Product4,84,17,0,34.69926039,Category1,360
2023-09-27,Product5,60,30,0,34.46612642,Category2,117
2023-09-28,Product1,55,48,0,34.46612642,Category1,132
2023-09-28,Product2,73,38,0,10.03115063,Category2,151
2023-09-28,Product3,53,24,0,49.68846237,Category3,244
2023-09-28,Product4,86,17,2,34.69926039,Category1,360
2023-09-28,Product5,70,30,10,34.46612642,Category2,117
2023-09-29,Product1,70,48,15,34.46612642,Category1,132
2023-09-29,Product2,88,38,15,10.03115063,Category2,151
2023-09-29,Product3,54,24,1,49.68846237,Category3,244
2023-09-29,Product4,88,17,2,34.69926039,Category1,360
2023-09-29,Product5,64,30,0,34.46612642,Category2,117
2023-09-30,Product1,61,48,0,34.46612642,Category1,132
2023-09-30,Product2,91,38,3,10.03115063,Category2,151
2023-09-30,Product3,56,24,2,49.68846237,Category3,244
2023-09-30,Product4,93,17,5,34.69926039,Category1,360
2023-09-30,Product5,68,30,4,34.46612642,Category2,117
2023-10-01,Product1,62,48,1,34.46612642,Category1,132
2023-10-01,Product2,84,38,0,10.03115063,Category2,151
2023-10-01,Product3,58,24,2,49.68846237,Category3,244
2023-10-01,Product4,90,17,0,34.69926039,Category1,360
2023-10-01,Product5,63,30,0,34.46612642,Category2,117
2023-10-02,Product1,56,48,0,34.46612642,Category1,132
2023-10-02,Product2,76,38,0,10.03115063,Category2,151
2023-10-02,Product3,55,24,0,49.68846237,Category3,244
2023-10-02,Product4,96,17,6,34.69926039,Category1,360
2023-10-02,Product5,68,30,5,34.46612642,Category2,117
2023-10-03,Product1,56,48,0,34.46612642,Category1,132
2023-10-03,Product2,86,38,10,10.03115063,Category2,151
2023-10-03,Product3,47,24,0,49.68846237,Category3,244
2023-10-03,Product4,89,17,0,34.69926039,Category1,360
2023-10-03,Product5,74,30,6,34.46612642,Category2,117
2023-10-04,Product1,52,48,0,34.46612642,Category1,132
2023-10-04,Product2,84,38,0,10.03115063,Category2,151
2023-10-04,Product3,53,24,6,49.68846237,Category3,244
2023-10-04,Product4,87,17,0,34.69926039,Category1,360
2023-10-04,Product5,61,30,0,34.46612642,Category2,117
2023-10-05,Product1,61,48,9,35.71375507,Category1,132
2023-10-05,Product2,89,38,5,10.03115063,Category2,151
2023-10-05,Product3,58,24,5,49.68846237,Category3,244
2023-10-05,Product4,92,17,5,34.69926039,Category1,360
2023-10-05,Product5,64,30,3,34.46612642,Category2,117
2023-10-06,Product1,56,48,0,34.46612642,Category1,132
2023-10-06,Product2,76,38,0,10.03115063,Category2,151
2023-10-06,Product3,59,24,1,49.68846237,Category3,244
2023-10-06,Product4,95,17,3,34.69926039,Category1,360
2023-10-06,Product5,72,30,8,34.46612642,Category2,117
2023-10-07,Product1,56,48,0,34.46612642,Category1,132
2023-10-07,Product2,84,38,8,10.03115063,Category2,151
2023-10-07,Product3,64,24,5,49.68846237,Category3,244
2023-10-07,Product4,83,17,0,34.69926039,Category1,360
2023-10-07,Product5,70,30,0,34.46612642,Category2,117
2023-10-08,Product1,65,48,9,34.46612642,Category1,132
2023-10-08,Product2,82,38,0,10.03115063,Category2,151
2023-10-08,Product3,56,24,0,49.68846237,Category3,244
2023-10-08,Product4,88,17,5,34.69926039,Category1,360
2023-10-08,Product5,62,30,0,34.46612642,Category2,117
2023-10-09,Product1,53,48,0,34.46612642,Category1,132
2023-10-09,Product2,77,38,0,10.03115063,Category2,151
2023-10-09,Product3,66,24,10,49.68846237,Category3,244
2023-10-09,Product4,76,17,0,34.69926039,Category1,360
2023-10-09,Product5,64,30,2,34.46612642,Category2,117
2023-10-10,Product1,56,48,3,34.46612642,Category1,132
2023-10-10,Product2,75,38,0,10.03115063,Category2,151
2023-10-10,Product3,67,24,1,49.68846237,Category3,244
2023-10-10,Product4,83,17,7,34.69926039,Category1,360
2023-10-10,Product5,64,30,0,34.46612642,Category2,117
2023-10-11,Product1,51,48,0,34.46612642,Category1,132
2023-10-11,Product2,65,38,0,10.03115063,Category2,151
2023-10-11,Product3,66,24,0,49.68846237,Category3,244
2023-10-11,Product4,81,17,0,34.69926039,Category1,360
2023-10-11,Product5,71,30,7,34.46612642,Category2,117
2023-10-12,Product1,48,48,0,34.46612642,Category1,132
2023-10-12,Product2,85,38,20,10.03115063,Category2,151
2023-10-12,Product3,61,24,0,49.68846237,Category3,244
2023-10-12,Product4,80,17,0,34.69926039,Category1,360
2023-10-12,Product5,68,30,0,34.46612642,Category2,117
2023-10-13,Product1,57,48,9,34.46612642,Category1,132
2023-10-13,Product2,82,38,0,10.03115063,Category2,151
2023-10-13,Product3,64,24,3,49.68846237,Category3,244
2023-10-13,Product4,91,17,11,34.69926039,Category1,360
2023-10-13,Product5,67,30,0,34.46612642,Category2,117
2023-10-14,Product1,58,48,1,34.46612642,Category1,132
2023-10-14,Product2,75,38,0,10.03115063,Category2,151
2023-10-14,Product3,62,24,0,49.68846237,Category3,244
2023-10-14,Product4,88,17,0,34.69926039,Category1,360
2023-10-14,Product5,72,30,5,34.46612642,Category2,117
2023-10-15,Product1,52,48,0,34.46612642,Category1,132
2023-10-15,Product2,73,38,0,10.03115063,Category2,151
2023-10-15,Product3,64,24,2,49.68846237,Category3,244
2023-10-15,Product4,83,17,0,34.69926039,Category1,360
2023-10-15,Product5,72,30,0,34.46612642,Category2,117
2023-10-16,Product1,53,48,1,34.46612642,Category1,132
2023-10-16,Product2,71,38,0,10.03115063,Category2,151
